id,name,source
Åland
Lapland
Northern Ostrobothnia
Kainuu
North Karelia
South Karelia
Kymenlaakso
Uusimaa
Finland Proper
Satakunta
Ostrobothnia
Central Ostrobothnia
Northern Savonia
Southern Savonia
Central Finland
Southern Ostrobothnia
Pirkanmaa
Tavastia Proper
Päijät-Häme
